OPEID,School Name,Risk Factor,Borrowing Risk,ELIGIND,CERTCD,T & C,Ethnic Class,% Completions Any School,% Completions Same School,% Independent Borrower Count,% Dependent Borrower Count,Median Independent Student AGI,% Independent Borrowers with AGI < $30K,Median Dependent Parent AGI,% Dependent Borrowers with AGI < $30K,% Borrowers with a Pell Grant,% Borrowers without a Pell Grant,Median Age of Dependent Borrowers at Maturity,Median Age of Independent Borrowers at Maturity,Mean Balance,Median Balance,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,Overall Outstanding Principal Balance at Time Entering Repayment (FY 2009),Overall Borrower Count,Overall Outstanding Principal Balance 5 YR Cohort (FY 2014),Overall Outstanding Principal Balance 4 YR Cohort (FY 2013),Overall Outstanding Principal Balance 3 YR Cohort (FY 2012),Overall Outstanding Principal Balance 2 YR Cohort (FY 2011),Overall Outstanding Principal Balance 1 YR Cohort (FY 2010),Overall Repayment Rate 5 YR Cohort (FY 2014),Overall Repayment Rate 4 YR Cohort (FY 2013),Overall Repayment Rate 3 YR Cohort (FY 2012),Overall Repayment Rate 2 YR Cohort (FY 2011),Overall Repayment Rate 1 YR Cohort (FY 2010),% Increased Balance Borrowers 2013-2014,% Increased Balance Borrowers 2012-2013,% Increased Balance Borrowers 2011-2012,% Increased Balance Borrowers 2010-2011,% Increased Balance Borrowers 2009-2010,Defaulted Balance 2013-14,Defaulted Balance 2012-13,Defaulted Balance 2011-12,Defaulted Balance 2010-11,Defaulted Balance 2009-10,In School Military Balance 2013-14,In School Military Balance 2012-13,In School Military Balance 2011-12,In School Military Balance 2010-11,In School Military Balance 2009-10,Death Disability Balance 2013-14,Death Disability Balance 2012-13,Death Disability Balance 2011-12,Death Disability Balance 2010-11,Death Disability Balance 2009-10,% Deferment or Forbearance More than 2 Months 2013-2014,% Deferment or Forbearance More than 2 Months 2012-2013,% Deferment or Forbearance More than 2 Months 2011-2012,% Deferment or Forbearance More than 2 Months 2010-2011,% Deferment or Forbearance More than 2 Months 2009-2010,Overall Borrowers with More than $1 Paid 2013-2014,Overall Median Borrower's Volume Repayment % 2013-2014,Overall Mean Borrower's Volume Repayment % 2013-2014,Overall Dollars Under 14% 2013-2014,Overall Dollars Under 21% 2013-2014
104700,TROY UNIVERSITY,0.5,Moderate Risk,Y,C,Public 4 Yrs or More,5,0.32,0.09,0.84,0.16,26070,0.57,40227.5,0.4,0.67,0.33,23,32,36271.59,26058,5203,9640,14078,19329,26058,34599,45534,57669,79838,241925,120216261.1,6368,107160661.6,106519506.1,108091996.6,115680732,115510084.6,0.11,0.11,0.1,0.04,0.04,0.38,0.44,0.5,0.5,0.56,14063769.59,13820352.07,12635044.11,10742416.08,7251833,10606858.48,13066512.66,17671010.01,22871137.8,25514471.17,530093.78,755529.26,806425.28,576053.37,314981,0.07,0.09,0.09,0.09,0.1,3075,-0.02,0.13,21980051.91,27584439.52
104800,TROY STATE UNIVERSITY DOTHAN,0.375,Less Risk,N,N,Public 4 Yrs or More,5,0,0,0,0,13000,1,0,0,0,0,0,35,57697.35,51181,18335,34338,44705,49713,59452,66716,80584,86515,92083,106135,188645,23,161473.43,190491.99,190756.41,152291.67,181889,0.14,-0.01,-0.01,0.19,0.04,0.52,0.48,1,1,1,20557.73,58580,53359,33522,36647,24824.15,2450,11502,28911,34097,30964,0,0,0,0,0,0,0,0,0,0,-0.02,0.11,25605.01,36601.8
104900,TROY STATE UNIVERSITY MONTGOMERY,0.625,More Risk,N,N,Public 4 Yrs or More,5,0.35,0,0,0,23476,0.69,64659,0,0.81,0.19,26,35,58691.94,52744,24380,39802,45619,50453,53387,57193,62878,74044,97299,166124,1421644.59,124,1211018.39,1206918.29,1231863.88,1419099.47,1406310.75,0.15,0.15,0.13,0,0.01,0.47,0.52,0.57,0.61,0.73,167922.95,248183.95,221756,172395,92071,62420.57,93035.33,143004.33,263874,281565,0,24196,31791,29618,0,0.14,0.15,0.14,0.11,0.15,44,-0.03,0.15,197051,269245.47
105000,TUSKEGEE UNIVERSITY,0.5,Moderate Risk,Y,C,PNP 4 Yrs or More,2,0.33,0.25,0.4,0.6,3855,0.94,35352,0.42,0.74,0.26,22,26,38507.35,24945,6465,10250,14684,19625,24956,31954,42503,56152,99916,245961,13653364.29,946,11455187.62,11619673.28,11871820.03,12982369.25,13273788.61,0.16,0.15,0.13,0.05,0.03,0.36,0.35,0.39,0.4,0.49,1315552.97,1190151.78,1095441.85,908161.83,460829,1465693.6,1614107.63,1780475.64,2588776.11,2853738.08,2625,27575.85,0,1408.48,14601,0.06,0.08,0.08,0.09,0.1,441,0,0.16,1937729.75,2560308.69
105100,UNIVERSITY OF ALABAMA,0.4375,Less Risk,Y,C,Public 4 Yrs or More,5,0.63,0.53,0.49,0.51,12034,0.74,63688,0.22,0.53,0.47,23,28,33951.9,23463.5,5426,10083,14447,18542,23466,30540,40191,52970,73414,295407,66292217,3932,55146718.34,56627552.15,58519352.07,58719970.54,60638490.31,0.17,0.15,0.12,0.11,0.09,0.19,0.23,0.37,0.21,0.21,4269667.42,4728450.58,3829696.26,2928096.25,2159678.8,4269783.22,5466238.53,6051576.86,5761290.31,5835861.7,223824.23,77563,60071,40030,139520,0.1,0.15,0.15,0.14,0.14,2461,0.07,0.19,8590429.87,11565742.64
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0.375,Less Risk,Y,C,Public 4 Yrs or More,5,0.6,0.48,0.64,0.36,17867,0.65,49784,0.29,0.53,0.47,24,29,40273.77,28492,5793,10913,16464,21998,28550,36203,47624,59666,90544,274709,61912168.3,3135,52238971.73,53890839.32,55708223.4,55751853.34,57365435.81,0.16,0.13,0.1,0.1,0.07,0.21,0.26,0.4,0.25,0.22,3786518.58,3988724.44,3959715.61,2560824,1684500.99,3677419.44,4830996.57,5028524.12,4747345.11,5092627.64,23134.32,74274.67,183099.82,12641,27601,0.12,0.18,0.17,0.14,0.14,1875,0.03,0.16,8454497.75,11310426.59
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,0.4375,Less Risk,Y,C,Public 4 Yrs or More,5,0.58,0.46,0.59,0.41,17776.5,0.67,60058,0.23,0.65,0.35,24,29,24602.27,18748,3911,7614,10968,14745,18751,23215,29368,37112,50085,291480,14286900.38,1042,11167776.59,11466320.12,12055784.82,12294377.41,12846755.67,0.22,0.2,0.16,0.14,0.1,0.17,0.21,0.35,0.23,0.22,1433319.33,1415183.89,1293116.27,722480.34,589362.97,1005895.21,1214012.33,1401783.72,1214601.26,1385684.13,37542.25,47020.79,44744.79,106042.79,86640,0.12,0.16,0.15,0.14,0.13,684,0.11,0.23,1687064.73,2263656.18
105700,UNIVERSITY OF SOUTH ALABAMA,0.625,More Risk,Y,C,Public 4 Yrs or More,5,0.52,0.43,0.63,0.37,19866,0.63,49844,0.33,0.61,0.39,23,29,32304.81,21627,3886,7578,11211,16111,21690,28671,37590,50510,71254,248021,55383485.02,3034,45941411.37,47060984.41,49085908.99,52994496.65,54007479.52,0.17,0.15,0.11,0.04,0.02,0.32,0.35,0.4,0.43,0.53,2990933.46,2737531.1,2333613.26,2149956.64,1427166.71,3752003.19,5164478.6,6049254.87,7797221.99,8553436,184512.43,187387,229356,158169,265975,0.07,0.09,0.09,0.1,0.11,1710,0.03,0.17,8498745.2,10879498.74
106000,JAMES H. FAULKNER STATE COMMUNITY COLLEGE,0.75,Most Risk,Y,C,Public 2 - 3 Yrs,5,0.25,0.13,0.49,0.51,18348,0.68,50944.5,0.33,0.76,0.24,22,29,11092.98,6571,1750,2930,3782,5250,6571,8839,11786,16216,24379,228494,3103251.27,698,2253170.4,2396400.37,2565943.24,2869461.44,2956992.85,0.28,0.23,0.17,0.08,0.05,0.27,0.3,0.35,0.4,0.5,492952.13,529910.61,551156.1,427374,269823,232730.89,332245.41,359948.99,623454.21,774846.19,9976,16824,26237,25697,13078,0.06,0.08,0.07,0.08,0.11,420,0.13,0.29,375494.48,489212.85
106100,ALASKA PACIFIC UNIVERSITY,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5,0.53,0.36,0.75,0.25,32918,0.48,73166,0,0.47,0.53,23,33,30287.9,26065,5942,13170,17867,21430,26090,29915,36009,40500,57621,160284,3642738.88,192,2561540.47,2699434.88,2925739.84,3042274.49,3085220.5,0.3,0.26,0.2,0.16,0.15,0.2,0.21,0.34,0.33,0.32,132809.14,149182.21,125936.4,65569,69916,140400,209851.93,328972.93,459359.24,564494,3265,3104,0,0,0,0,0.06,0.06,0.07,0.11,145,0.2,0.31,328456.77,447010.15
106200,SHELDON JACKSON COLLEGE,0.375,Less Risk,N,N,PNP 4 Yrs or More,5,0,0,0,0,7865,0,82382,0,0,0,24,31,23902.52,15107,6828,9045,10970,14181,15107,18507,20720,21522,25338,185905,171759,21,146212.66,141278.7,160358.14,162758.86,168371.22,0.15,0.14,0.07,0.05,0.02,0,0,0,0,0,63444,69543,66312,33652,6000,6809,6809,16236,16282,7714,0,0,0,0,0,0,0,0,0,0,1,0.05,0.16,19713.12,27788.18
